name,module,category,time,timedAction,tags,skillRequired,xpAward,needToBeLearn,autoLearnAll,autoLearnAny,allowBatchCraft,metaRecipe,onCreate,tooltip,inputTypes,inputTags,inputFluids,inputCount,outputTypes,itemMappers,fluidIO,split,datasetTypes,foodItemTypes,deltaCalories,deltaCarbohydrates,deltaLipids,deltaProteins,deltaHungerChange,deltaThirstChange,deltaAbsentMacros,deltaReason,inputsRaw,outputsRaw,sourceFile,sourceLine
Assemble_FullMetal_Forearm_Armor,Base,Armor,600,HammerMetalStanding,Forge,Blacksmith:8;Tailoring:4,Blacksmith:25;Tailoring:10,true,Blacksmith:9,,,,,,Base.Buckle;Base.LeatherStrips;Base.SmallSheetMetal,base:awl;base:ballpeenhammer;base:charcoal;base:heavythread;base:metalworkingpliers;base:sewingneedle;base:tongs,,9,Base.Vambrace_FullMetal_Left,,false,false,,,,,,,,,,tags-only: item 5 tags[base:charcoal] ; not-in-dataset: item 2 [Base.SmallSheetMetal] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 2 [Base.Buckle] ; tags-only: item 1 tags[base:heavythread] ; not-in-dataset: item 1 Base.Vambrace_FullMetal_Left,item 5 tags[base:charcoal] | item 2 [Base.SmallSheetMetal] | item 2 [Base.LeatherStrips] mode:destroy | item 2 [Base.Buckle] | item 1 tags[base:ballpeenhammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingpliers;base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:heavythread],item 1 Base.Vambrace_FullMetal_Left,entities/blacksmith/craftRecipes/recipes_blacksmith_armor.txt,122
Assemble_Shin_Armor,Base,Armor,400,HammerMetalStanding,Forge,Blacksmith:4;Tailoring:2,Blacksmith:10;Tailoring:10,true,Blacksmith:6,,,,,,Base.Buckle;Base.LeatherStrips;Base.SmallSheetMetal,base:awl;base:charcoal;base:heavythread;base:metalworkingpliers;base:sewingneedle;base:smithinghammer;base:tongs,,9,Base.Greave_Left,,false,false,,,,,,,,,,tags-only: item 3 tags[base:charcoal] ; not-in-dataset: item 1 [Base.SmallSheetMetal] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 2 [Base.Buckle] ; tags-only: item 1 tags[base:heavythread] ; not-in-dataset: item 1 Base.Greave_Left,item 3 tags[base:charcoal] | item 1 [Base.SmallSheetMetal] | item 2 [Base.LeatherStrips] mode:destroy | item 2 [Base.Buckle] | item 1 tags[base:smithinghammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingpliers;base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:heavythread],item 1 Base.Greave_Left,entities/blacksmith/craftRecipes/recipes_blacksmith_armor.txt,206
Assemble_Shoulder_Armor_Left,Base,Armor,600,HammerMetalStanding,Forge,Blacksmith:8;Tailoring:4,Blacksmith:25;Tailoring:10,true,Blacksmith:9,,,base:assemble_shoulder_armor,,,Base.Buckle;Base.LeatherStrips;Base.SmallSheetMetal,base:awl;base:ballpeenhammer;base:charcoal;base:heavythread;base:metalworkingpliers;base:sewingneedle;base:tongs,,9,Base.Shoulderpad_Articulated_L_Metal,,false,false,,,,,,,,,,tags-only: item 5 tags[base:charcoal] ; not-in-dataset: item 2 [Base.SmallSheetMetal] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 1 [Base.Buckle] ; tags-only: item 1 tags[base:heavythread] ; not-in-dataset: item 1 Base.Shoulderpad_Articulated_L_Metal,item 5 tags[base:charcoal] | item 2 [Base.SmallSheetMetal] | item 2 [Base.LeatherStrips] mode:destroy | item 1 [Base.Buckle] | item 1 tags[base:ballpeenhammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingpliers;base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:heavythread],item 1 Base.Shoulderpad_Articulated_L_Metal,entities/blacksmith/craftRecipes/recipes_blacksmith_armor.txt,290
Assemble_Shoulder_Armor_Right,Base,Armor,600,HammerMetalStanding,Forge,Blacksmith:8;Tailoring:4,Blacksmith:25;Tailoring:10,true,Blacksmith:6,,,base:assemble_shoulder_armor,,,Base.Buckle;Base.LeatherStrips;Base.SmallSheetMetal,base:awl;base:ballpeenhammer;base:charcoal;base:heavythread;base:metalworkingpliers;base:sewingneedle;base:tongs,,9,Base.Shoulderpad_Articulated_R_Metal,,false,false,,,,,,,,,,tags-only: item 5 tags[base:charcoal] ; not-in-dataset: item 2 [Base.SmallSheetMetal] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 1 [Base.Buckle] ; tags-only: item 1 tags[base:heavythread] ; not-in-dataset: item 1 Base.Shoulderpad_Articulated_R_Metal,item 5 tags[base:charcoal] | item 2 [Base.SmallSheetMetal] | item 2 [Base.LeatherStrips] mode:destroy | item 1 [Base.Buckle] | item 1 tags[base:ballpeenhammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingpliers;base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:heavythread],item 1 Base.Shoulderpad_Articulated_R_Metal,entities/blacksmith/craftRecipes/recipes_blacksmith_armor.txt,319
Assemble_Simple_Shoulder_Armor,Base,Armor,400,HammerMetalStanding,Forge,Blacksmith:4;Tailoring:2,Blacksmith:10;Tailoring:10,true,Blacksmith:6,,,,,,Base.Buckle;Base.LeatherStrips;Base.SmallSheetMetal,base:awl;base:charcoal;base:heavythread;base:metalworkingpliers;base:sewingneedle;base:smithinghammer;base:tongs,,9,Base.Shoulderpad_Metal_L,,false,false,,,,,,,,,,tags-only: item 3 tags[base:charcoal] ; not-in-dataset: item 1 [Base.SmallSheetMetal] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 1 [Base.Buckle] ; tags-only: item 1 tags[base:heavythread] ; not-in-dataset: item 1 Base.Shoulderpad_Metal_L,item 3 tags[base:charcoal] | item 1 [Base.SmallSheetMetal] | item 2 [Base.LeatherStrips] mode:destroy | item 1 [Base.Buckle] | item 1 tags[base:smithinghammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingpliers;base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:heavythread],item 1 Base.Shoulderpad_Metal_L,entities/blacksmith/craftRecipes/recipes_blacksmith_armor.txt,262
Assemble_Thigh_Armor,Base,Armor,400,HammerMetalStanding,Forge,Blacksmith:4;Tailoring:2,Blacksmith:10;Tailoring:10,true,Blacksmith:6,,,,,,Base.Buckle;Base.LeatherStrips;Base.SmallSheetMetal,base:awl;base:charcoal;base:heavythread;base:metalworkingpliers;base:sewingneedle;base:smithinghammer;base:tongs,,9,Base.ThighMetal_L,,false,false,,,,,,,,,,tags-only: item 3 tags[base:charcoal] ; not-in-dataset: item 1 [Base.SmallSheetMetal] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 2 [Base.Buckle] ; tags-only: item 1 tags[base:heavythread] ; not-in-dataset: item 1 Base.ThighMetal_L,item 3 tags[base:charcoal] | item 1 [Base.SmallSheetMetal] | item 2 [Base.LeatherStrips] mode:destroy | item 2 [Base.Buckle] | item 1 tags[base:smithinghammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingpliers;base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:heavythread],item 1 Base.ThighMetal_L,entities/blacksmith/craftRecipes/recipes_blacksmith_armor.txt,234
BarbedWireWeapon,Base,Weaponry,600,CraftWeapon2H,AnySurfaceCraft,Maintenance:1,Maintenance:10,true,,Maintenance:3;Blunt:3,,,,,Base.BarbedWire;Base.Broom;Base.IceHockeyStick;Base.Plunger,base:pliers,,3,Base.Broom_BarbedWire;Base.IceHockeyStick_BarbedWire;Base.Plunger_BarbedWire,BarbedWireMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.Broom;Base.IceHockeyStick;Base.Plunger] mappers[BarbedWireMapper] flags[Prop2;InheritCondition] ; not-in-dataset: item 1 [Base.BarbedWire] ; multi-type: item 1 mapper:BarbedWireMapper,item 1 tags[base:pliers] mode:keep flags[MayDegradeLight] | item 1 [Base.Broom;Base.IceHockeyStick;Base.Plunger] mappers[BarbedWireMapper] flags[Prop2;InheritCondition] | item 1 [Base.BarbedWire],item 1 mapper:BarbedWireMapper,recipes/recipes_improvised_weapons.txt,3
BindSpear,Base,Weaponry,300,CraftKnifeSpear,InHandCraft;Survivalist,Maintenance:1,Maintenance:10,true,Maintenance:3;Spear:1,,,,RecipeCodeOnCreate.slightlyMoreDurable,,Base.BrokenGlass;Base.CrudeBlade;Base.CrudeKnife;Base.FightingKnife;Base.FlintKnife;Base.HandFork;Base.HuntingKnife;Base.HuntingKnifeForged;Base.KitchenKnife;Base.KitchenKnifeForged;Base.LargeKnife;Base.LargeKnife_Scrap;Base.LeatherStrips;Base.LongCrudeBlade;Base.LongCrudeKnife;Base.LongStick;Base.Plunger;Base.Sapling;Base.Scissors;Base.Screwdriver;Base.Screwdriver_Old;Base.SharpBoneFragment;Base.SharpBone_Long;Base.SmallKnife;Base.SmashedBottle;Base.SteakKnife;Base.StoneBlade;Base.StoneBladeLong;Base.StoneKnifeLong;Base.Twine;Base.Zipties,,,3,Base.SpearCrude;Base.SpearCrudeLong;Base.SpearFightingKnife;Base.SpearGlass;Base.SpearHandFork;Base.SpearHuntingKnife;Base.SpearKnife;Base.SpearKnifeSmall;Base.SpearLargeKnife;Base.SpearScissors;Base.SpearScrapKnife;Base.SpearScrewdriver;Base.SpearSteakKnife;Base.SpearStone;Base.SpearStoneLong;Base.Spear_Bone;Base.Spear_BoneLong;Base.Spear_Plunger,SpearMapper,false,false,Base.Twine,Base.Twine,,,,,,,,multi-type: item 1 [Base.SmallKnife;Base.LargeKnife;Base.LargeKnife_Scrap;Base.FightingKnife;Base.BrokenGlass;Base.CrudeBlade;Base.CrudeKnife;Base.FlintKnife;Base.HandFork;Base.HuntingKnife;Base.HuntingKnifeForged;Base.KitchenKnife;Base.KitchenKnifeForged;Base.LongCrudeBlade;Base.LongCrudeKnife;Base.Plunger;Base.Scissors;Base.Screwdriver;Base.Screwdriver_Old;Base.SharpBone_Long;Base.SharpBoneFragment;Base.SmashedBottle;Base.StoneBlade;Base.StoneBladeLong;Base.StoneKnifeLong;Base.SteakKnife] mappers[SpearMapper] flags[Prop1;IsHeadPart;InheritSharpness] ; multi-type: item 1 [Base.LongStick;Base.Sapling] flags[Prop2;InheritCondition] ; multi-type: item 2 [Base.Zipties;Base.LeatherStrips;Base.Twine] flags[DontReplace] ; multi-type: item 1 mapper:SpearMapper,item 1 [Base.SmallKnife;Base.LargeKnife;Base.LargeKnife_Scrap;Base.FightingKnife;Base.BrokenGlass;Base.CrudeBlade;Base.CrudeKnife;Base.FlintKnife;Base.HandFork;Base.HuntingKnife;Base.HuntingKnifeForged;Base.KitchenKnife;Base.KitchenKnifeForged;Base.LongCrudeBlade;Base.LongCrudeKnife;Base.Plunger;Base.Scissors;Base.Screwdriver;Base.Screwdriver_Old;Base.SharpBone_Long;Base.SharpBoneFragment;Base.SmashedBottle;Base.StoneBlade;Base.StoneBladeLong;Base.StoneKnifeLong;Base.SteakKnife] mappers[SpearMapper] flags[Prop1;IsHeadPart;InheritSharpness] | item 1 [Base.LongStick;Base.Sapling] flags[Prop2;InheritCondition] | item 2 [Base.Zipties;Base.LeatherStrips;Base.Twine] flags[DontReplace],item 1 mapper:SpearMapper,recipes/recipes_spears.txt,45
BoltBat,Base,Weaponry,600,CraftWeapon2H,AnySurfaceCraft,Maintenance:4,Maintenance:30,false,,Maintenance:7;Blunt:7,,,,,Base.BaseballBat_Metal;Base.NutsBolts,base:drillmetal;base:wrench,,4,Base.BaseballBat_Metal_Bolts,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.BaseballBat_Metal] flags[Prop2;InheritCondition] ; not-in-dataset: item 2 [Base.NutsBolts] ; not-in-dataset: item 1 Base.BaseballBat_Metal_Bolts,item 1 tags[base:wrench] mode:keep flags[MayDegradeLight] | item 1 tags[base:drillmetal] mode:keep flags[MayDegrade] | item 1 [Base.BaseballBat_Metal] flags[Prop2;InheritCondition] | item 2 [Base.NutsBolts],item 1 Base.BaseballBat_Metal_Bolts,recipes/recipes_improvised_weapons.txt,32
BoneSpikeWeapon,Base,Weaponry,600,CraftWeapon1H,AnySurfaceCraft,Carving:3,Carving:30,true,,Maintenance:6;Blunt:6,,,,,Base.LargeBranch;Base.LeatherStrips;Base.LeatherStripsDirty;Base.SharpBoneFragment;Base.SharpBone_Long;Base.TreeBranch2,base:choptree;base:crudesaw;base:saw;base:sharpknife;base:smallsaw,,5,Base.Cudgel_Bone;Base.TreeBranch_Bone,HandleMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.LargeBranch;Base.TreeBranch2] mappers[HandleMapper] flags[Prop2;InheritCondition] ; not-in-dataset: item 2 [Base.SharpBone_Long] ; not-in-dataset: item 2 [Base.SharpBoneFragment] ; multi-type: item 2 [Base.LeatherStrips;Base.LeatherStripsDirty] ; multi-type: item 1 mapper:HandleMapper,item 1 tags[base:choptree;base:saw;base:smallsaw;base:crudesaw;base:sharpknife] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.LargeBranch;Base.TreeBranch2] mappers[HandleMapper] flags[Prop2;InheritCondition] | item 2 [Base.SharpBone_Long] | item 2 [Base.SharpBoneFragment] | item 2 [Base.LeatherStrips;Base.LeatherStripsDirty],item 1 mapper:HandleMapper,recipes/recipes_bone.txt,304
BreakGlass,Base,,15,SmashBottle,InHandCraft;CanBeDoneInDark,,,,,,,,,,,base:glass,,1,Base.BrokenGlass,,false,false,,,,,,,,,,tags-only: item 1 tags[base:glass] flags[ItemCount] ; not-in-dataset: item 1 Base.BrokenGlass,item 1 tags[base:glass] flags[ItemCount],item 1 Base.BrokenGlass,recipes/recipes.txt,37
ButcherSmallAnimal,Base,Cooking,50,SliceMeat_Surface,AnySurfaceCraft;Cooking,,Butchering:10,,,,,,RecipeCodeOnCreate.cutSmallAnimal,,Base.DeadBird;Base.DeadMouse;Base.DeadRabbit;Base.DeadRat;Base.DeadSquirrel;Base.Frog,base:meatcleaver;base:sharpknife,,2,Base.DeadMouseSkinned;Base.DeadRatSkinned;Base.FrogMeat;Base.Rabbitmeat;Base.Smallbirdmeat,animalType,false,false,Base.DeadBird;Base.DeadMouse;Base.DeadMouseSkinned;Base.DeadRabbit;Base.DeadRat;Base.DeadRatSkinned;Base.DeadSquirrel;Base.FrogMeat;Base.Rabbitmeat;Base.Smallbirdmeat,Base.DeadBird;Base.DeadMouse;Base.DeadMouseSkinned;Base.DeadRabbit;Base.DeadRat;Base.DeadRatSkinned;Base.DeadSquirrel;Base.FrogMeat;Base.Rabbitmeat;Base.Smallbirdmeat,,,,,,,,multi-type: item 1 [Base.DeadBird;Base.DeadMouse;Base.DeadSquirrel;Base.DeadRat;Base.Frog;Base.DeadRabbit] mappers[animalType] flags[InheritFoodAge;ItemCount;InheritCooked] ; multi-type: item 1 mapper:animalType,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[IsNotDull;SharpnessCheck] | item 1 [Base.DeadBird;Base.DeadMouse;Base.DeadSquirrel;Base.DeadRat;Base.Frog;Base.DeadRabbit] mappers[animalType] flags[InheritFoodAge;ItemCount;InheritCooked],item 1 mapper:animalType,recipes/recipes_cooking.txt,702
CanReinforceLongWeapon,Base,Weaponry,600,CraftWeapon2H,AnySurfaceCraft,Woodwork:2,Woodwork:20,true,,Woodwork:4;Blunt:5,,base:canreinforceweapon,,,Base.BaseballBat;Base.BaseballBat_Crafted;Base.DenimStrips;Base.LeatherStrips;Base.LongHandle;Base.RippedSheets;Base.Screws,base:screwdriver;base:tincan,,5,Base.BaseballBat_Can;Base.LongHandle_Can,CanMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.BaseballBat;Base.BaseballBat_Crafted;Base.LongHandle] mappers[CanMapper] flags[Prop2;InheritCondition] ; tags-only: item 3 tags[base:tincan] flags[ItemCount] ; not-in-dataset: item 3 [Base.Screws] ; multi-type: item 3 [Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips] mode:destroy ; multi-type: item 1 mapper:CanMapper,item 1 tags[base:screwdriver] mode:keep flags[Prop1;MayDegradeLight] | item 1 [Base.BaseballBat;Base.BaseballBat_Crafted;Base.LongHandle] mappers[CanMapper] flags[Prop2;InheritCondition] | item 3 tags[base:tincan] flags[ItemCount] | item 3 [Base.Screws] | item 3 [Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips] mode:destroy,item 1 mapper:CanMapper,recipes/recipes_improvised_weapons.txt,120
CanReinforceShortWeapon,Base,Weaponry,600,CraftWeapon1H,AnySurfaceCraft,Woodwork:1,Woodwork:10,true,,Woodwork:3;SmallBlunt:4,,base:canreinforceweapon,,,Base.DenimStrips;Base.Handle;Base.LeatherStrips;Base.RippedSheets;Base.Screws,base:screwdriver;base:tincan,,5,Base.Handle_Can,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.Handle] flags[Prop2;InheritCondition] ; tags-only: item 1 tags[base:tincan] flags[ItemCount] ; not-in-dataset: item 1 [Base.Screws] ; multi-type: item 1 [Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips] mode:destroy ; not-in-dataset: item 1 Base.Handle_Can,item 1 tags[base:screwdriver] mode:keep flags[Prop1;MayDegradeLight] | item 1 [Base.Handle] flags[Prop2;InheritCondition] | item 1 tags[base:tincan] flags[ItemCount] | item 1 [Base.Screws] | item 1 [Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips] mode:destroy,item 1 Base.Handle_Can,recipes/recipes_improvised_weapons.txt,152
CanReinforceWeapon,Base,Weaponry,600,CraftWeapon1H,AnySurfaceCraft,Woodwork:2,Woodwork:20,true,,Woodwork:4;SmallBlunt:5,,,,,Base.DenimStrips;Base.LeatherStrips;Base.RippedSheets;Base.Screws;Base.ShortBat;Base.TreeBranch2;Base.WoodenStick2,base:screwdriver;base:tincan,,5,Base.ShortBat_Can;Base.TreeBranch_Can;Base.WoodenStick_Can,CanMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.ShortBat;Base.TreeBranch2;Base.WoodenStick2] mappers[CanMapper] flags[Prop2;InheritCondition] ; tags-only: item 2 tags[base:tincan] flags[ItemCount] ; not-in-dataset: item 2 [Base.Screws] ; multi-type: item 2 [Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips] mode:destroy ; multi-type: item 1 mapper:CanMapper,item 1 tags[base:screwdriver] mode:keep flags[MayDegradeLight] | item 1 [Base.ShortBat;Base.TreeBranch2;Base.WoodenStick2] mappers[CanMapper] flags[Prop2;InheritCondition] | item 2 tags[base:tincan] flags[ItemCount] | item 2 [Base.Screws] | item 2 [Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips] mode:destroy,item 1 mapper:CanMapper,recipes/recipes_improvised_weapons.txt,177
Carve2SmallHandles,Base,Carving,200,SharpenStakeWood,InHandCraft,Carving:1,Carving:10,,,,,,,,Base.Antlers_Wall;Base.BaseballBat_Broken;Base.Branch_Broken;Base.FieldHockeyStick_Broken;Base.Firewood;Base.GuitarElectricBassNeck_Broken;Base.LongHandle_Broken;Base.UnusableWood,base:meatcleaver;base:sharpknife,,2,Base.SmallHandle,,false,false,,,,,,,,,,multi-type: item 1 [Base.Antlers_Wall;Base.UnusableWood;Base.BaseballBat_Broken;Base.Branch_Broken;Base.Firewood;Base.FieldHockeyStick_Broken;Base.GuitarElectricBassNeck_Broken;Base.LongHandle_Broken] flags[AllowDestroyedItem;Prop2] ; not-in-dataset: item 2 Base.SmallHandle,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.Antlers_Wall;Base.UnusableWood;Base.BaseballBat_Broken;Base.Branch_Broken;Base.Firewood;Base.FieldHockeyStick_Broken;Base.GuitarElectricBassNeck_Broken;Base.LongHandle_Broken] flags[AllowDestroyedItem;Prop2],item 2 Base.SmallHandle,recipes/recipes_carving.txt,176
Carve4SmallHandles,Base,Carving,300,SharpenStakeWood,InHandCraft,Carving:1,Carving:10,,,,,,,,Base.LongStick_Broken;Base.Plank_Broken;Base.TableLeg_Broken;Base.TreeBranch2;Base.WoodenStick2,base:meatcleaver;base:sharpknife,,2,Base.SmallHandle,,false,false,,,,,,,,,,multi-type: item 1 [Base.TreeBranch2;Base.WoodenStick2;Base.LongStick_Broken;Base.Plank_Broken;Base.TableLeg_Broken] flags[AllowDestroyedItem;Prop2] ; not-in-dataset: item 4 Base.SmallHandle,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.TreeBranch2;Base.WoodenStick2;Base.LongStick_Broken;Base.Plank_Broken;Base.TableLeg_Broken] flags[AllowDestroyedItem;Prop2],item 4 Base.SmallHandle,recipes/recipes_carving.txt,195
Carve8SmallHandles,Base,Carving,400,SharpenStakeWood,InHandCraft,Carving:1,Carving:10,,,,,,,,Base.LongStick;Base.Sapling,base:meatcleaver;base:sharpknife,,2,Base.SmallHandle,,false,false,,,,,,,,,,multi-type: item 1 [Base.LongStick;Base.Sapling] flags[AllowDestroyedItem;Prop2] ; not-in-dataset: item 8 Base.SmallHandle,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.LongStick;Base.Sapling] flags[AllowDestroyedItem;Prop2],item 8 Base.SmallHandle,recipes/recipes_carving.txt,214
CarveBat,Base,Carving,600,SharpenStakeWood,AnySurfaceCraft,Carving:9,Carving:90,true,,Carving:10;Blunt:10,,,RecipeCodeOnCreate.minorCondition,,Base.LargeBranch,base:meatcleaver;base:sharpknife,,2,Base.BaseballBat_Crafted,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.LargeBranch] flags[Prop2] ; not-in-dataset: item 1 Base.BaseballBat_Crafted,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.LargeBranch] flags[Prop2],item 1 Base.BaseballBat_Crafted,recipes/recipes_carving.txt,532
CarveBucket,Base,Carving,600,SharpenStakeWood,AnySurfaceCraft,Carving:4,Carving:30,true,,Carving:6,,,,,Base.Handle;Base.Log;Base.TreeBranch2;Base.WoodenStick2,base:sharpknife,,3,Base.BucketCarved,,false,false,Base.BucketCarved,,,,,,,,,not-in-dataset: item 1 [Base.Log] flags[Prop2] ; multi-type: item 1 [Base.Handle;Base.TreeBranch2;Base.WoodenStick2] ; no-nutrition: item 1 Base.BucketCarved,item 1 tags[base:sharpknife] mode:keep flags[Prop1;IsNotDull;MayDegradeHeavy] | item 1 [Base.Log] flags[Prop2] | item 1 [Base.Handle;Base.TreeBranch2;Base.WoodenStick2],item 1 Base.BucketCarved,recipes/recipes_carving.txt,466
CarveClaySculptingTool,Base,Carving,100,SharpenStakeWood,AnySurfaceCraft,Carving:1,Carving:10,false,,,,,,,Base.SmallHandle,base:sharpknife,,2,Base.ClayTool_Carved,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SmallHandle] flags[Prop2] ; not-in-dataset: item 1 Base.ClayTool_Carved,item 1 tags[base:sharpknife] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.SmallHandle] flags[Prop2],item 1 Base.ClayTool_Carved,recipes/recipes_carving.txt,79
CarveCuttingBoards,Base,Carving,300,SharpenStakeWood,AnySurfaceCraft,Carving:3,Carving:30,false,,,,,,,Base.Plank,base:saw;base:sharpknife,,3,Base.CuttingBoardWooden,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.Plank] flags[Prop2] ; not-in-dataset: item 2 Base.CuttingBoardWooden,item 1 tags[base:sharpknife] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 tags[base:saw] mode:keep flags[MayDegradeLight] | item 1 [Base.Plank] flags[Prop2],item 2 Base.CuttingBoardWooden,recipes/recipes_carving.txt,358
CarveDice,Base,Carving,100,SharpenStakeWood,AnySurfaceCraft,Carving:2,Carving:20,,,,,,,,Base.SmallAnimalBone;Base.SmallHandle,base:sharpknife,,2,Base.Dice_Bone;Base.Dice_Wood,DiceMap,false,false,,,,,,,,,,multi-type: item 1 [Base.SmallHandle;Base.SmallAnimalBone] mappers[DiceMap] ; multi-type: item 1 mapper:DiceMap,item 1 tags[base:sharpknife] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.SmallHandle;Base.SmallAnimalBone] mappers[DiceMap],item 1 mapper:DiceMap,recipes/recipes_carving.txt,252
CarveFleshingTool,Base,Carving,300,SharpenStakeBone,InHandCraft;Survivalist,Carving:2,Carving:20,true,,Carving:4,,,RecipeCodeOnCreate.minorCondition,,Base.AnimalBone;Base.LargeAnimalBone,base:crudesaw;base:meatcleaver;base:saw;base:sharpknife;base:smallsaw,,2,Base.Fleshing_Tool_Bone,,false,false,,,,,,,,,,multi-type: item 1 [Base.AnimalBone;Base.LargeAnimalBone] flags[InheritCondition] ; not-in-dataset: item 1 Base.Fleshing_Tool_Bone,item 1 tags[base:sharpknife;base:meatcleaver;base:saw;base:smallsaw;base:crudesaw] mode:keep flags[MayDegrade;IsNotDull] | item 1 [Base.AnimalBone;Base.LargeAnimalBone] flags[InheritCondition],item 1 Base.Fleshing_Tool_Bone,recipes/recipes_bone.txt,718
